File,DATA770.txt
Date/Time,16-04-21/13:43
2014-11-26                 
Center,659.0,nm
Span,20.0,nm
Start,649.0,nm
Stop,669.0,nm
Value in Air
Resolution,0.1,nm
Act-Res,0.106,nm
VBW,1000,Hz
Average,Off
Smooth,Off
Smplg,1001,pt
Opt.ATT,Off
Dynamic Range,Normal
Peak Hold,1,msec



Trace,A
Memory,A
Start,649.0,nm
Stop,669.0,nm
649.0,0.4370E-5,1.0000E-12
649.02,0.4431E-5,1.0000E-12
649.04,0.3628E-5,1.0000E-12
649.06,0.4587E-5,1.0000E-12
649.08,0.4147E-5,1.0000E-12
649.1,0.3308E-5,1.0000E-12
649.12,0.4745E-5,1.0000E-12
649.14,0.3287E-5,1.0000E-12
649.16,0.3088E-5,1.0000E-12
649.18,0.4181E-5,1.0000E-12
649.2,0.5127E-5,1.0000E-12
649.22,0.2363E-5,1.0000E-12
649.24,0.4190E-5,1.0000E-12
649.26,0.3433E-5,1.0000E-12
649.28,0.4400E-5,1.0000E-12
649.3,0.4663E-5,1.0000E-12
649.32,0.4895E-5,1.0000E-12
649.34,0.3372E-5,1.0000E-12
649.36,0.3705E-5,1.0000E-12
649.38,0.4532E-5,1.0000E-12
649.4,0.4587E-5,1.0000E-12
649.42,0.3515E-5,1.0000E-12
649.44,0.4892E-5,1.0000E-12
649.46,0.3857E-5,1.0000E-12
649.48,0.4431E-5,1.0000E-12
649.5,0.2993E-5,1.0000E-12
649.52,0.3882E-5,1.0000E-12
649.54,0.3973E-5,1.0000E-12
649.56,0.4706E-5,1.0000E-12
649.58,0.3647E-5,1.0000E-12
649.6,0.2948E-5,1.0000E-12
649.62,0.4312E-5,1.0000E-12
649.64,0.4031E-5,1.0000E-12
649.66,0.4107E-5,1.0000E-12
649.68,0.3854E-5,1.0000E-12
649.7,0.3775E-5,1.0000E-12
649.72,0.3683E-5,1.0000E-12
649.74,0.4370E-5,1.0000E-12
649.76,0.5057E-5,1.0000E-12
649.78,0.3604E-5,1.0000E-12
649.8,0.4544E-5,1.0000E-12
649.82,0.4101E-5,1.0000E-12
649.84,0.3930E-5,1.0000E-12
649.86,0.3390E-5,1.0000E-12
649.88,0.4513E-5,1.0000E-12
649.9,0.4950E-5,1.0000E-12
649.92,0.4025E-5,1.0000E-12
649.94,0.4242E-5,1.0000E-12
649.96,0.4681E-5,1.0000E-12
649.98,0.5630E-5,1.0000E-12
650.0,0.3644E-5,1.0000E-12
650.02,0.4809E-5,1.0000E-12
650.04,0.5212E-5,1.0000E-12
650.06,0.4822E-5,1.0000E-12
650.08,0.5667E-5,1.0000E-12
650.1,0.5118E-5,1.0000E-12
650.12,0.4877E-5,1.0000E-12
650.14,0.5368E-5,1.0000E-12
650.16,0.4587E-5,1.0000E-12
650.18,0.4669E-5,1.0000E-12
650.2,0.5127E-5,1.0000E-12
650.22,0.4745E-5,1.0000E-12
650.24,0.4697E-5,1.0000E-12
650.26,0.5539E-5,1.0000E-12
650.28,0.5368E-5,1.0000E-12
650.3,0.4300E-5,1.0000E-12
650.32,0.5035E-5,1.0000E-12
650.34,0.5475E-5,1.0000E-12
650.36,0.5725E-5,1.0000E-12
650.38,0.5463E-5,1.0000E-12
650.4,0.5301E-5,1.0000E-12
650.42,0.5075E-5,1.0000E-12
650.44,0.5646E-5,1.0000E-12
650.46,0.5478E-5,1.0000E-12
650.48,0.5774E-5,1.0000E-12
650.5,0.4990E-5,1.0000E-12
