File,DATA769.txt
Date/Time,16-04-21/13:40
2014-11-26                 
Center,659.0,nm
Span,20.0,nm
Start,649.0,nm
Stop,669.0,nm
Value in Air
Resolution,0.5,nm
Act-Res,0.488,nm
VBW,1000,Hz
Average,Off
Smooth,Off
Smplg,501,pt
Opt.ATT,Off
Dynamic Range,Normal
Peak Hold,1,msec



Trace,A
Memory,A
Start,649.0,nm
Stop,669.0,nm
649.0,0.1102E-4,1.0000E-12
649.04,0.1075E-4,1.0000E-12
649.08,0.1123E-4,1.0000E-12
649.12,0.1138E-4,1.0000E-12
649.16,0.1105E-4,1.0000E-12
649.2,0.1055E-4,1.0000E-12
649.24,0.1164E-4,1.0000E-12
649.28,0.1178E-4,1.0000E-12
649.32,0.1190E-4,1.0000E-12
649.36,0.1236E-4,1.0000E-12
649.4,0.1195E-4,1.0000E-12
649.44,0.1219E-4,1.0000E-12
649.48,0.1202E-4,1.0000E-12
649.52,0.1208E-4,1.0000E-12
649.56,0.1189E-4,1.0000E-12
649.6,0.1272E-4,1.0000E-12
649.64,0.1335E-4,1.0000E-12
649.68,0.1284E-4,1.0000E-12
649.72,0.1259E-4,1.0000E-12
649.76,0.1430E-4,1.0000E-12
649.8,0.1484E-4,1.0000E-12
649.84,0.1359E-4,1.0000E-12
649.88,0.1325E-4,1.0000E-12
649.92,0.1466E-4,1.0000E-12
649.96,0.1522E-4,1.0000E-12
650.0,0.1484E-4,1.0000E-12
650.04,0.1564E-4,1.0000E-12
650.08,0.1570E-4,1.0000E-12
650.12,0.1571E-4,1.0000E-12
650.16,0.1650E-4,1.0000E-12
650.2,0.1640E-4,1.0000E-12
650.24,0.1545E-4,1.0000E-12
650.28,0.1619E-4,1.0000E-12
650.32,0.1703E-4,1.0000E-12
650.36,0.1791E-4,1.0000E-12
650.4,0.1805E-4,1.0000E-12
650.44,0.1739E-4,1.0000E-12
650.48,0.1776E-4,1.0000E-12
650.52,0.1786E-4,1.0000E-12
650.56,0.1841E-4,1.0000E-12
650.6,0.1896E-4,1.0000E-12
650.64,0.1940E-4,1.0000E-12
650.68,0.1988E-4,1.0000E-12
650.72,0.1888E-4,1.0000E-12
650.76,0.1959E-4,1.0000E-12
650.8,0.1955E-4,1.0000E-12
650.84,0.2001E-4,1.0000E-12
650.88,0.1853E-4,1.0000E-12
650.92,0.1946E-4,1.0000E-12
650.96,0.1927E-4,1.0000E-12
651.0,0.1968E-4,1.0000E-12
651.04,0.1917E-4,1.0000E-12
651.08,0.1800E-4,1.0000E-12
651.12,0.1836E-4,1.0000E-12
651.16,0.1842E-4,1.0000E-12
651.2,0.1853E-4,1.0000E-12
651.24,0.1921E-4,1.0000E-12
651.28,0.1883E-4,1.0000E-12
651.32,0.1803E-4,1.0000E-12
651.36,0.1818E-4,1.0000E-12
651.4,0.1908E-4,1.0000E-12
651.44,0.1878E-4,1.0000E-12
651.48,0.1899E-4,1.0000E-12
651.52,0.1902E-4,1.0000E-12
651.56,0.2057E-4,1.0000E-12
651.6,0.2031E-4,1.0000E-12
651.64,0.2071E-4,1.0000E-12
651.68,0.2094E-4,1.0000E-12
651.72,0.2169E-4,1.0000E-12
651.76,0.2153E-4,1.0000E-12
651.8,0.2137E-4,1.0000E-12
651.84,0.2124E-4,1.0000E-12
651.88,0.2191E-4,1.0000E-12
651.92,0.2212E-4,1.0000E-12
651.96,0.2060E-4,1.0000E-12
652.0,0.2035E-4,1.0000E-12
