Memory Length,4000,
Trigger Level,-1.00000e-01,
Source,CH1,
Probe,1.0X,
Vertical Units,V,
Vertical Scale,5.00000e-01,
Vertical Position,1.20000e-01,
Horizontal Units,S,
Horizontal Scale,1.00000e-02,
Horizontal Position,0.0000000e+00,
Horizontal Mode,Main,
Sampling Period,4.00000e-05,
Firmware,V1.08,
Time, ,
Mode,Fast,
Waveform Data,
13,
13,
-1,
-6,
-17,
-20,
-15,
-20,
-10,
4,
18,
14,
3,
-5,
-9,
-2,
29,
28,
23,
15,
-6,
-26,
-22,
-17,
-9,
-18,
-15,
2,
5,
1,
3,
-5,
-16,
-15,
-13,
-13,
-7,
1,
7,
-13,
-23,
-21,
-21,
-13,
-8,
1,
-1,
-4,
1,
11,
32,
23,
7,
-3,
-4,
-10,
3,
5,
4,
-3,
-7,
5,
0,
-1,
1,
-6,
-2,
-3,
-13,
-21,
-13,
-3,
3,
13,
1,
-3,
-14,
-28,
-30,
-22,
-1,
8,
9,
7,
11,
15,
16,
17,
4,
-12,
-31,
-29,
-18,
-17,
3,
7,
-4,
3,
12,
14,
1,
-6,
-1,
0,
9,
15,
6,
-19,
-27,
-21,
-21,
-22,
-12,
-3,
8,
11,
1,
4,
10,
5,
-13,
-18,
-15,
3,
15,
18,
8,
-25,
-25,
-9,
-1,
-7,
-16,
-17,
-15,
-24,
-19,
-3,
26,
31,
24,
14,
1,
1,
-14,
-19,
-19,
-16,
-13,
1,
6,
8,
16,
27,
27,
25,
-3,
-16,
-16,
-41,
-36,
-23,
-18,
-8,
5,
-1,
1,
9,
6,
1,
-11,
-6,
-13,
-5,
3,
-3,
-8,
-15,
-9,
-6,
11,
15,
20,
24,
14,
15,
7,
-7,
-20,
-5,
-11,
-22,
-21,
-13,
-4,
1,
-5,
3,
10,
11,
19,
17,
10,
8,
-1,
-11,
-16,
-27,
-19,
-7,
3,
14,
13,
12,
9,
0,
-1,
-19,
-30,
-23,
-13,
-7,
-13,
-5,
-2,
-1,
0,
3,
10,
1,
-7,
5,
18,
11,
3,
-3,
-5,
-13,
-12,
-7,
1,
-3,
-11,
-4,
1,
-3,
-5,
-5,
-27,
-28,
-27,
-14,
-1,
19,
30,
35,
37,
23,
13,
7,
2,
-31,
-46,
-53,
-42,
-25,
-20,
-1,
-4,
10,
13,
19,
20,
1,
-1,
-5,
-13,
13,
27,
1,
-3,
-27,
-29,
-22,
-3,
4,
1,
-9,
-6,
-2,
10,
28,
17,
-9,
-15,
-8,
-11,
-6,
0,
3,
10,
9,
9,
12,
6,
2,
-5,
-15,
-14,
-19,
-17,
-15,
-5,
10,
13,
13,
11,
-2,
-9,
-10,
-14,
-3,
-1,
-3,
-9,
-8,
-11,
-5,
-4,
1,
3,
14,
33,
30,
-1,
-26,
-29,
-21,
-12,
13,
0,
-7,
-14,
-4,
1,
-5,
-24,
-20,
-5,
1,
1,
23,
19,
16,
6,
5,
9,
5,
9,
-1,
-14,
-17,
-28,
-44,
-47,
-41,
-35,
-19,
-3,
4,
8,
11,
8,
8,
6,
3,
3,
0,
-21,
-18,
-14,
-11,
-10,
-10,
-8,
3,
8,
6,
7,
17,
33,
25,
15,
-9,
-15,
-5,
11,
6,
-17,
-13,
-13,
-17,
-8,
-7,
-7,
-2,
9,
18,
24,
16,
-10,
-18,
-15,
-13,
-9,
-2,
25,
15,
9,
-5,
-17,
-30,
-12,
-13,
-15,
-8,
17,
18,
10,
10,
10,
4,
2,
-7,
-31,
-35,
-29,
-21,
-4,
20,
9,
-3,
6,
18,
-4,
-19,
-17,
-16,
-12,
-8,
-7,
-20,
-15,
3,
18,
21,
21,
7,
-4,
-23,
-9,
