Memory Length,4000,
Trigger Level,0.00000e+00,
Source,CH1,
Probe,1.0X,
Vertical Units,V,
Vertical Scale,5.00000e-03,
Vertical Position,0.00000e+00,
Horizontal Units,S,
Horizontal Scale,2.50000e-01,
Horizontal Position,0.0000000e+00,
Horizontal Mode,Roll Mode,
Waveform Last Dot Address,4000,
Sampling Period,1.00000e-03,
Firmware,V1.08,
Time, ,
Mode,Fast,
Waveform Data,
-17,
-6,
-17,
-13,
-7,
-23,
-23,
-19,
-20,
-17,
-28,
-27,
-11,
-10,
-1,
5,
7,
-3,
1,
-9,
-12,
-26,
-23,
-22,
-30,
-30,
-13,
-18,
-3,
-20,
-10,
-15,
-1,
1,
-24,
4,
0,
5,
9,
3,
-3,
-10,
-20,
-19,
-30,
-27,
-32,
-17,
-15,
-6,
-14,
-3,
-12,
-17,
-13,
2,
3,
0,
0,
-11,
5,
-10,
-13,
-5,
-22,
-23,
-28,
-22,
-18,
-11,
-10,
-7,
1,
-9,
-12,
3,
-8,
-8,
3,
0,
2,
0,
-4,
-19,
-17,
-29,
-33,
-29,
-28,
-15,
-5,
-6,
-15,
-1,
-12,
-6,
-4,
-5,
-7,
-13,
-6,
-3,
-7,
-20,
-13,
-29,
-27,
-31,
-21,
-15,
-10,
-6,
2,
-1,
3,
4,
-8,
0,
-13,
-17,
-19,
-3,
-4,
-7,
-14,
-11,
-32,
-34,
-16,
-16,
-29,
-13,
6,
6,
7,
16,
13,
0,
-9,
-15,
-15,
-8,
-14,
-12,
-15,
-22,
-20,
-20,
-19,
-21,
-19,
-10,
-10,
-9,
10,
13,
9,
9,
1,
-10,
-11,
-14,
-15,
-13,
-15,
-22,
-13,
-3,
-5,
-15,
-20,
-20,
-11,
-11,
-7,
9,
9,
14,
4,
5,
-15,
-15,
-10,
-23,
-29,
-19,
-26,
-10,
-15,
-9,
-15,
-21,
-12,
-13,
-2,
-1,
3,
1,
16,
8,
1,
-14,
-13,
-19,
-29,
-26,
-24,
-26,
-16,
6,
-3,
-5,
0,
-3,
-9,
4,
-5,
5,
-2,
7,
9,
-3,
-1,
-12,
-14,
-41,
-35,
-11,
-18,
-9,
-9,
5,
-1,
-1,
-4,
-2,
1,
-1,
-2,
9,
9,
8,
6,
-1,
-14,
-17,
-24,
-23,
-10,
-1,
-9,
-6,
11,
17,
15,
-5,
-6,
0,
2,
6,
-2,
5,
7,
8,
-1,
-21,
-31,
-18,
-21,
-14,
-13,
-7,
7,
9,
3,
8,
4,
2,
5,
1,
-9,
5,
-1,
1,
-7,
-7,
-17,
-22,
-29,
-13,
-17,
-4,
-2,
22,
12,
11,
11,
6,
-3,
-4,
-11,
-4,
-8,
-12,
-7,
-15,
-15,
-12,
-13,
-7,
-6,
-25,
5,
-1,
-7,
6,
17,
11,
7,
4,
-7,
-15,
-9,
-11,
-17,
-12,
-3,
-3,
-8,
-18,
-4,
-12,
-4,
-4,
-2,
-6,
13,
13,
19,
3,
-9,
-5,
-19,
-1,
-15,
-10,
-15,
-21,
-4,
-3,
-9,
1,
6,
1,
-6,
4,
8,
3,
16,
11,
6,
8,
-3,
-13,
-27,
-15,
-17,
-17,
-4,
4,
6,
3,
5,
5,
7,
6,
3,
5,
9,
17,
9,
1,
3,
2,
-11,
-23,
-19,
-23,
1,
1,
-4,
1,
15,
15,
14,
4,
2,
4,
7,
6,
5,
15,
0,
-2,
-9,
-15,
-18,
-12,
-12,
-9,
3,
-5,
5,
13,
7,
14,
9,
4,
7,
-2,
13,
7,
-10,
1,
-9,
-15,
-8,
-14,
-19,
-8,
-11,
-7,
9,
15,
6,
8,
9,
10,
9,
2,
-3,
-3,
-7,
-8,
-7,
-6,
4,
-9,
-9,
2,
-7,
1,
18,
13,
7,
7,
13,
9,
17,
-2,
2,
-7,
-3,
0,
-6,
-10,
-1,
-4,
-22,
-10,
9,
-8,
-11,
13,
9,
16,
19,
15,
20,
14,
-3,
-6,
-9,
-6,
-7,
-19,
-19,
-11,
3,
5,
3,
-2,
1,
1,
4,
9,
23,
11,
27,
17,
6,
4,
2,
-10,
-16,
-11,
-17,
-17,
-7,
1,
1,
3,
-3,
-3,
9,
-5,
10,
7,
10,
8,
11,
6,
5,
-2,
-9,
-24,
-19,
-19,
-7,
-8,
-1,
3,
17,
-3,
1,
-3,
6,
-4,
16,
5,
10,
10,
5,
-12,
-10,
-22,
-15,
-12,
-9,
-13,
5,
5,
18,
12,
8,
4,
10,
13,
4,
1,
7,
-1,
-9,
-4,
-2,
-16,
-25,
-10,
-12,
-13,
-12,
3,
15,
22,
2,
11,
13,
15,
5,
-1,
1,
-15,
7,
-7,
-5,
-15,
-11,
-1,
-10,
-11,
-15,
-9,
2,
2,
15,
9,
9,
15,
3,
9,
-8,
-9,
-8,
-2,
-2,
-6,
-13,
-9,
-1,
-11,
-11,
3,
-6,
-1,
3,
11,
26,
16,
22,
14,
-3,
-7,
-5,
-13,
-7,
-12,
-2,
-16,
-3,
-1,
-2,
-1,
9,
4,
10,
1,
13,
16,
7,
1,
6,
-4,
-4,
-2,
-14,
-15,
-17,
-12,
1,
1,
-2,
3,
5,
7,
8,
9,
13,
9,
12,
0,
7,
10,
-1,
1,
-18,
-8,
-19,
-14,
-6,
0,
2,
4,
10,
7,
3,
0,
-3,
9,
15,
9,
4,
7,
-2,
5,
-15,
-21,
-12,
-18,
-4,
-7,
6,
3,
14,
8,
1,
1,
5,
9,
13,
21,
6,
6,
5,
6,
-13,
-9,
-17,
-15,
-19,
-10,
-8,
9,
10,
18,
11,
4,
17,
7,
14,
4,
3,
4,
0,
2,
3,
-13,
-5,
-11,
-11,
-1,
-10,
-5,
9,
7,
3,
17,
19,
12,
17,
6,
4,
-2,
1,
11,
-15,
-10,
-3,
-9,
-19,
-4,
-2,
-14,
17,
17,
9,
23,
18,
25,
11,
9,
1,
0,
-17,
9,
-4,
-19,
2,
-3,
-2,
7,
-3,
-2,
5,
-5,
15,
8,
5,
11,
9,
2,
3,
1,
-13,
-11,
-12,
-9,
-15,
-6,
-4,
-13,
-7,
-9,
-2,
-1,
-9,
-3,
12,
17,
21,
2,
7,
-1,
1,
-1,
-23,
-23,
-20,
-1,
-10,
1,
0,
1,
7,
-1,
5,
5,
11,
9,
18,
18,
7,
9,
-6,
-1,
-21,
-14,
-27,
-13,
-7,
1,
-3,
11,
11,
12,
1,
12,
9,
-2,
3,
7,
-6,
8,
11,
-6,
-23,
-12,
-24,
-10,
-14,
-4,
3,
3,
7,
7,
-3,
0,
2,
7,
-8,
7,
-6,
4,
3,
5,
-10,
-5,
-11,
-10,
-16,
-7,
-5,
7,
10,
12,
22,
21,
8,
5,
11,
6,
-1,
3,
-8,
-9,
-13,
-3,
3,
1,
-8,
1,
-15,
-1,
8,
5,
2,
15,
21,
17,
10,
-2,
-2,
4,
-1,
-9,
-25,
-25,
-3,
-5,
0,
-1,
2,
-17,
7,
1,
17,
17,
12,
15,
17,
10,
2,
-10,
-3,
3,
-13,
-7,
-5,
-9,
-7,
2,
1,
-2,
4,
3,
5,
8,
13,
9,
10,
11,
5,
6,
-4,
0,
-23,
-13,
-11,
-7,
-13,
-5,
-3,
3,
5,
1,
10,
8,
17,
17,
13,
5,
5,
4,
0,
-5,
-19,
-19,
-16,
-19,
-10,
-2,
-3,
9,
10,
-2,
12,
5,
9,
16,
2,
-1,
4,
-1,
13,
1,
-15,
-11,
-26,
-3,
-8,
3,
-11,
-1,
17,
-1,
3,
8,
12,
7,
2,
15,
0,
7,
-3,
-3,
-10,
-8,
-23,
-15,
-14,
-14,
1,
5,
9,
14,
21,
23,
3,
9,
7,
1,
3,
-3,
-1,
-3,
-10,
-12,
-9,
-12,
0,
-8,
1,
-1,
10,
5,
9,
5,
18,
3,
14,
-2,
0,
-4,
0,
-5,
-8,
-13,
-9,
-17,
-7,
-1,
1,
0,
17,
6,
17,
17,
25,
16,
14,
13,
1,
3,
0,
-9,
-5,
-5,
-6,
-9,
3,
2,
3,
-12,
1,
-1,
18,
8,
0,
21,
13,
9,
1,
8,
-6,
-10,
-10,
-13,
-1,
-10,
-3,
-4,
3,
-2,
11,
2,
8,
11,
20,
3,
17,
16,
6,
9,
-6,
1,
-17,
-15,
-7,
-6,
-3,
-7,
0,
7,
18,
9,
12,
7,
16,
16,
12,
10,
7,
10,
1,
-2,
-15,
-5,
-23,
-19,
-15,
-3,
0,
1,
8,
10,
2,
20,
9,
11,
21,
6,
4,
3,
2,
-7,
1,
-6,
-15,
-11,
-4,
-23,
-5,
6,
11,
18,
16,
17,
9,
19,
14,
3,
4,
5,
2,
2,
-11,
-11,
-15,
-4,
-7,
-7,
