Memory Length,4000,
Trigger Level,-1.00000e-01,
Source,CH1,
Probe,1.0X,
Vertical Units,V,
Vertical Scale,5.00000e-01,
Vertical Position,1.20000e-01,
Horizontal Units,S,
Horizontal Scale,1.00000e-02,
Horizontal Position,0.0000000e+00,
Horizontal Mode,Main,
Sampling Period,4.00000e-05,
Firmware,V1.08,
Time, ,
Mode,Fast,
Waveform Data,
1,
1,
-7,
-15,
-17,
-21,
-17,
-17,
-13,
-17,
-17,
-15,
-11,
-4,
8,
29,
34,
31,
27,
18,
8,
-12,
-25,
-18,
-11,
-7,
-2,
-12,
-14,
-12,
-19,
-29,
-35,
-31,
-26,
-23,
-20,
-30,
-28,
-23,
-21,
-15,
4,
18,
25,
13,
4,
-9,
-13,
-5,
2,
2,
7,
7,
4,
3,
-9,
-10,
-4,
-6,
-7,
-5,
-4,
-1,
7,
15,
11,
2,
-1,
3,
5,
3,
-2,
-16,
-16,
-15,
-18,
-15,
-11,
-6,
-1,
9,
19,
24,
21,
11,
4,
-5,
-7,
-4,
3,
3,
2,
8,
-1,
-9,
-19,
-23,
-16,
-11,
-16,
-14,
0,
4,
4,
10,
12,
3,
-3,
-7,
-14,
-31,
-35,
-32,
-13,
0,
1,
3,
-5,
-3,
-1,
0,
4,
7,
16,
22,
23,
18,
19,
17,
16,
15,
12,
1,
-14,
-24,
-25,
-7,
-3,
-13,
-17,
-19,
-17,
-12,
-21,
-33,
-33,
-23,
-17,
-12,
-6,
0,
0,
-1,
-9,
-21,
-23,
-29,
-30,
-19,
-11,
-7,
-3,
-3,
1,
0,
2,
13,
24,
22,
20,
11,
-10,
-33,
-44,
-39,
-25,
-16,
-10,
-5,
7,
10,
19,
28,
27,
25,
24,
30,
30,
35,
32,
21,
8,
6,
5,
-1,
-2,
-7,
-15,
-17,
-25,
-31,
-31,
-19,
3,
17,
19,
6,
-16,
-18,
-20,
-19,
-11,
-8,
0,
6,
7,
11,
13,
14,
17,
13,
12,
9,
2,
-6,
-8,
-11,
-14,
-20,
-27,
-36,
-31,
-19,
-4,
5,
1,
0,
-3,
-6,
-7,
-20,
-25,
-22,
-21,
-21,
-11,
-10,
-2,
3,
3,
10,
17,
21,
20,
12,
9,
13,
26,
35,
26,
8,
-5,
-13,
-23,
-23,
-16,
-12,
-14,
-9,
-6,
-15,
-17,
-7,
7,
11,
13,
19,
25,
23,
15,
16,
14,
17,
19,
14,
5,
0,
-13,
-20,
-20,
-19,
-13,
-9,
-2,
13,
29,
36,
37,
19,
-1,
-7,
-12,
-17,
-15,
-14,
-17,
-22,
-25,
-16,
-5,
4,
13,
11,
16,
17,
10,
-8,
-33,
-41,
-33,
-9,
2,
8,
17,
18,
21,
23,
19,
13,
-3,
-8,
-11,
-17,
-21,
-19,
-18,
-15,
-14,
-11,
-9,
-10,
-1,
5,
5,
-2,
-19,
-31,
-33,
-10,
-7,
2,
1,
8,
14,
21,
36,
46,
55,
56,
34,
14,
8,
5,
1,
1,
7,
7,
9,
3,
-3,
-5,
-5,
-7,
-6,
-4,
2,
-6,
-15,
-23,
-32,
-33,
-27,
-33,
-38,
-41,
-32,
-17,
-3,
3,
12,
7,
1,
-1,
-8,
-11,
-11,
-7,
5,
16,
15,
0,
-13,
-32,
-32,
-17,
-4,
9,
23,
18,
17,
21,
35,
31,
11,
-6,
-17,
-22,
-30,
-25,
-22,
-9,
0,
-1,
-7,
-11,
-17,
-17,
-12,
-7,
9,
17,
13,
-4,
-9,
-18,
-19,
-20,
-22,
-21,
-19,
-15,
-7,
7,
21,
21,
21,
13,
5,
1,
13,
15,
18,
10,
-4,
-6,
3,
8,
3,
1,
-2,
-7,
