Memory Length,4000,
Trigger Level,0.00000e+00,
Source,CH1,
Probe,1.0X,
Vertical Units,V,
Vertical Scale,5.00000e-03,
Vertical Position,0.00000e+00,
Horizontal Units,S,
Horizontal Scale,2.50000e-01,
Horizontal Position,0.0000000e+00,
Horizontal Mode,Roll Mode,
Waveform Last Dot Address,4000,
Sampling Period,1.00000e-03,
Firmware,V1.08,
Time, ,
Mode,Fast,
Waveform Data,
17,
10,
11,
17,
12,
15,
11,
8,
11,
0,
-3,
-3,
-10,
-13,
-4,
-4,
2,
4,
6,
13,
19,
6,
12,
15,
11,
11,
9,
5,
8,
-3,
1,
-6,
-4,
-5,
1,
-3,
1,
5,
6,
12,
14,
11,
9,
11,
13,
17,
7,
8,
11,
-4,
0,
-6,
1,
-8,
-3,
1,
-7,
-2,
7,
19,
17,
12,
12,
20,
21,
15,
7,
3,
12,
-3,
-1,
-3,
-5,
-4,
-6,
-7,
-1,
-1,
3,
20,
17,
11,
13,
15,
17,
10,
6,
7,
12,
6,
-6,
-7,
-9,
-1,
1,
2,
-1,
4,
11,
20,
17,
9,
17,
15,
17,
20,
10,
10,
11,
-2,
-4,
-4,
-5,
-5,
0,
-1,
1,
7,
14,
13,
15,
13,
17,
17,
12,
11,
10,
10,
5,
5,
-8,
-2,
-1,
-6,
0,
1,
4,
1,
7,
21,
17,
7,
8,
11,
17,
17,
13,
7,
10,
5,
-5,
-2,
-10,
-5,
1,
1,
-1,
7,
6,
18,
17,
13,
12,
18,
15,
15,
15,
8,
11,
5,
-1,
-2,
-4,
-2,
-4,
-3,
0,
3,
11,
11,
10,
10,
15,
17,
17,
11,
7,
9,
7,
7,
-1,
-5,
-9,
-3,
-2,
-1,
0,
-1,
7,
19,
15,
10,
11,
17,
17,
15,
6,
6,
11,
2,
-3,
-5,
0,
-3,
-1,
-1,
0,
3,
-1,
16,
15,
13,
13,
19,
16,
16,
11,
10,
11,
5,
-6,
-8,
-2,
-2,
-2,
-2,
4,
2,
5,
20,
15,
16,
14,
18,
14,
12,
12,
7,
9,
1,
4,
-12,
-3,
-5,
0,
-3,
-2,
4,
3,
15,
15,
17,
13,
17,
12,
15,
12,
7,
4,
0,
1,
-6,
-4,
-9,
-5,
-1,
-4,
1,
7,
14,
12,
13,
17,
11,
13,
13,
10,
10,
9,
5,
-1,
-1,
-3,
-5,
-4,
3,
-2,
-2,
9,
21,
12,
17,
18,
19,
17,
17,
14,
3,
6,
-3,
-2,
-11,
-1,
-6,
2,
-7,
1,
4,
7,
17,
18,
13,
15,
16,
16,
15,
9,
12,
11,
-1,
-4,
-7,
-11,
-9,
-3,
-1,
-3,
-3,
6,
19,
9,
16,
13,
15,
15,
15,
8,
7,
8,
4,
3,
-5,
-3,
-12,
-6,
3,
0,
5,
4,
13,
14,
13,
13,
17,
12,
15,
13,
7,
4,
-1,
-5,
-5,
-3,
-3,
-1,
-4,
-1,
5,
3,
19,
14,
19,
21,
13,
11,
16,
11,
6,
-3,
-3,
1,
-8,
-5,
-5,
-7,
2,
1,
1,
7,
14,
19,
17,
13,
17,
13,
14,
9,
8,
1,
4,
-3,
-12,
-5,
-5,
-7,
2,
0,
-1,
11,
16,
17,
16,
11,
19,
14,
13,
10,
9,
1,
0,
1,
-7,
-3,
-7,
-1,
-4,
0,
2,
9,
17,
17,
17,
15,
21,
21,
13,
3,
5,
7,
3,
2,
-10,
-10,
-8,
0,
-2,
4,
4,
5,
21,
16,
17,
19,
19,
13,
10,
10,
7,
7,
7,
-2,
-7,
-1,
-3,
-3,
6,
-1,
5,
5,
15,
13,
16,
11,
19,
16,
17,
7,
12,
4,
0,
-2,
-7,
-4,
-4,
0,
-2,
0,
4,
11,
17,
16,
17,
16,
15,
21,
13,
11,
9,
8,
9,
6,
1,
-4,
-9,
-13,
-14,
0,
-1,
6,
21,
21,
21,
31,
24,
15,
7,
-8,
-7,
1,
3,
16,
13,
9,
-1,
-5,
-11,
-7,
-11,
-8,
7,
17,
28,
33,
41,
16,
16,
-3,
-5,
-3,
-7,
-9,
-10,
5,
9,
18,
16,
0,
-4,
-13,
0,
2,
9,
19,
35,
32,
29,
23,
12,
3,
-11,
-7,
-13,
-11,
-2,
8,
7,
7,
5,
1,
8,
8,
4,
13,
23,
24,
25,
26,
18,
8,
-1,
-14,
-19,
-17,
-9,
1,
5,
16,
16,
16,
13,
3,
3,
1,
10,
9,
18,
23,
26,
16,
8,
1,
-15,
-19,
-15,
-6,
5,
7,
17,
17,
23,
13,
17,
6,
7,
7,
12,
8,
13,
23,
16,
9,
-11,
-13,
-18,
-15,
-7,
2,
11,
18,
33,
26,
25,
13,
16,
4,
0,
6,
6,
14,
14,
10,
-1,
0,
-11,
-7,
-11,
-11,
-3,
9,
21,
22,
29,
25,
14,
9,
2,
-6,
-3,
6,
7,
12,
1,
8,
3,
3,
-9,
-12,
-11,
-2,
17,
20,
30,
25,
29,
24,
11,
5,
-7,
-1,
-7,
3,
-5,
4,
11,
6,
4,
2,
-6,
-3,
10,
17,
17,
25,
31,
32,
18,
15,
2,
-6,
-10,
-9,
-11,
-1,
3,
13,
12,
9,
1,
6,
1,
4,
6,
11,
19,
25,
21,
19,
12,
7,
-6,
-15,
-22,
-9,
-11,
6,
11,
11,
11,
11,
10,
2,
5,
12,
15,
11,
23,
17,
23,
15,
5,
-11,
-22,
-15,
-15,
-3,
8,
17,
17,
21,
17,
12,
5,
5,
9,
11,
15,
15,
26,
23,
9,
-3,
-12,
-16,
-19,
-7,
-3,
2,
9,
21,
25,
21,
24,
11,
7,
5,
0,
1,
16,
17,
10,
5,
-2,
2,
-9,
-16,
-8,
-13,
4,
12,
31,
25,
33,
17,
19,
-1,
-1,
-2,
7,
1,
7,
9,
1,
3,
1,
-3,
-13,
-5,
-7,
9,
12,
19,
34,
30,
26,
14,
11,
0,
-3,
-2,
-1,
1,
-2,
7,
6,
10,
1,
-2,
-9,
-7,
5,
10,
21,
24,
29,
28,
14,
8,
0,
-3,
-14,
-9,
-8,
4,
9,
11,
13,
-1,
-1,
0,
-1,
6,
16,
17,
29,
25,
20,
18,
7,
1,
1,
-10,
-19,
-11,
1,
3,
18,
14,
10,
2,
21,
6,
8,
8,
14,
20,
23,
23,
19,
11,
-5,
-9,
-23,
-11,
-13,
1,
13,
9,
17,
18,
27,
12,
12,
3,
9,
7,
16,
21,
21,
1,
1,
2,
-18,
-13,
-16,
-10,
-3,
6,
17,
21,
35,
14,
19,
7,
6,
1,
6,
9,
15,
18,
5,
4,
-7,
-8,
-7,
-4,
-7,
-1,
8,
20,
35,
27,
33,
19,
11,
1,
4,
-1,
3,
10,
5,
11,
-1,
1,
-1,
-9,
-11,
-3,
-3,
7,
29,
33,
33,
24,
21,
15,
3,
1,
2,
3,
0,
5,
1,
9,
6,
5,
-1,
-6,
-8,
3,
19,
21,
29,
21,
25,
25,
11,
5,
2,
2,
-10,
-5,
-6,
9,
10,
8,
5,
-3,
-2,
-3,
7,
9,
21,
17,
27,
21,
21,
10,
5,
-3,
-8,
-14,
-22,
1,
1,
8,
11,
10,
6,
3,
8,
3,
10,
11,
17,
27,
24,
21,
14,
4,
-7,
-12,
-25,
-9,
-10,
4,
5,
15,
15,
13,
9,
3,
12,
5,
7,
17,
17,
19,
20,
18,
11,
-1,
-17,
-13,
-11,
-5,
1,
11,
13,
22,
21,
14,
13,
9,
1,
7,
7,
12,
17,
21,
19,
7,
-8,
-5,
-13,
-12,
-5,
-5,
7,
17,
24,
28,
24,
11,
12,
9,
6,
2,
7,
13,
19,
9,
-8,
1,
-6,
-7,
-13,
-6,
-4,
8,
15,
24,
32,
22,
19,
9,
1,
1,
1,
5,
19,
1,
-2,
8,
5,
-1,
-6,
-1,
-1,
7,
10,
19,
29,
21,
25,
20,
12,
1,
1,
2,
5,
-1,
-5,
3,
4,
9,
3,
-2,
-6,
0,
5,
15,
21,
20,
28,
24,
20,
11,
3,
0,
-5,
-11,
-15,
5,
0,
9,
11,
9,
4,
2,
3,
7,
13,
14,
23,
21,
21,
19,
10,
8,
1,
-14,
-17,
-3,
-1,
10,
17,
7,
9,
13,
11,
6,
12,
7,
19,
21,
23,
17,
20,
12,
4,
-10,
-23,
-12,
-9,
-5,
5,
9,
15,
17,
17,
12,
15,
3,
8,
10,
10,
15,
15,
17,
10,
-1,
-11,
-15,
-19,
-7,
-4,
5,
17,
23,
30,
22,
22,
10,
3,
10,
5,
5,
13,
19,
15,
9,
-5,
-2,
-12,
-10,
-3,
1,
1,
13,
23,
21,
22,
19,
9,
11,
0,
4,
3,
5,
16,
7,
-3,
5,
0,
-7,
-9,
-2,
1,
5,
